id,nome,data_nascimento,cpf,cep,cidade,estado,pais,genero,telefone,email,data_cadastro
e3ac6e83-04c7-4a46-8a08-fcc18ce2183c,Maria Rezende,1952-10-26,692.199.361-58,60680-966,Silva de Silveira,AC,Brasil,F,+55 61 0304 3715,69219936158@exemplo.com.br,2025-06-20
2c7e8bc2-96c9-4f45-92bf-e6cfd5695e01,Yasmin da Paz,1940-09-01,615.605.368-89,73718538,Freitas da Praia,MT,Brasil,M,(061) 4103 6913,61560536889@exemplo.com.br,2024-10-04
d9c4167d-bc26-4e34-b66b-8a313ce226cf,Ana Vitória Fogaça,1988-06-21,188.229.288-51,68771387,Aparecida,AL,Brasil,F,(071) 3764 5276,18822928851@exemplo.com.br,2024-02-10
22e1e3cf-2470-4516-9bc6-4c04765f1646,Raquel Cardoso,1955-06-26,963.388.945-61,60003779,Lopes de Rodrigues,BA,Brasil,F,(081) 3541-5199,96338894561@exemplo.com.br,2024-06-18
a2a4699f-97c4-4a58-ae3a-550aafb35aee,Nina Barbosa,1979-09-02,704.722.001-29,90195-116,Dias de Jesus,BA,Brasil,M,71 2464-0994,70472200129@exemplo.com.br,2023-10-09
ffd43909-5459-48d6-b224-c946c14b5262,Sr. Leonardo Campos,1951-10-16,903.074.703-78,53060014,da Cruz,RS,Brasil,M,84 6644-6712,90307470378@exemplo.com.br,2023-12-02
5c775d76-b330-4df5-8fe6-1b4fba8d4883,Mariah Moura,1951-01-02,097.226.602-91,90657-535,Freitas,MA,Brasil,M,+55 21 1330-8041,09722660291@exemplo.com.br,2023-12-21
3689234c-c1d1-4011-9914-788680bb5399,Maria Luísa Cassiano,1988-04-20,372.155.301-53,78674590,Marques,PA,Brasil,M,(031) 5071 7403,37215530153@exemplo.com.br,2024-02-03
49c8040b-fa4d-44d1-a1d6-964a6d007056,Maysa da Costa,1982-07-21,453.767.026-90,27163250,Macedo,SE,Brasil,F,+55 (011) 0249-1908,45376702690@exemplo.com.br,2025-08-03
c3e00838-2d65-49fc-b3a3-a709e7c2ee7c,Paulo Moraes,1961-09-03,171.398.988-21,13226460,da Paz de Goiás,DF,Brasil,F,+55 41 7684-5859,17139898821@exemplo.com.br,2024-12-01
d24d97fd-59ce-46a2-92e3-8b0003fe608d,Kaique Fonseca,1940-01-01,253.736.212-76,70502-415,Cavalcanti,SC,Brasil,M,(011) 7772 8067,25373621276@exemplo.com.br,2025-02-05
97910d29-5a1b-418a-9620-15d9301e2ed1,Dra. Clara Costa,1947-09-26,389.780.210-93,13056542,Lima do Sul,RS,Brasil,F,81 6702-5156,38978021093@exemplo.com.br,2024-02-26
efbb8450-9634-4c3e-a1fb-78e01cf468bf,Vitor Melo,1990-07-06,485.903.158-50,05365559,Moura de Lopes,PA,Brasil,F,+55 51 5863 1804,48590315850@exemplo.com.br,2023-10-14
9dfdc841-c2ac-4572-9d6a-edb3c3d30f6f,Ana Sophia Sales,2006-09-16,996.859.694-69,54341-837,Silveira,AM,Brasil,F,+55 (021) 8809-5623,99685969469@exemplo.com.br,2024-11-21
0dee94c7-144e-4628-af30-cad9d452eecb,Pedro Lucas Vargas,1978-02-14,863.756.231-10,30845-796,Albuquerque de Fogaça,PR,Brasil,M,(084) 5185 8415,86375623110@exemplo.com.br,2025-02-13
d48e22df-0b2e-491e-a489-b2f81036ed93,Bruna Pimenta,1975-08-23,680.499.157-09,18107-209,Andrade do Galho,SC,Brasil,M,+55 (031) 0860 9770,68049915709@exemplo.com.br,2025-06-17
3a52c0e3-7e65-45c7-a574-ec8f88ce0d25,Thales das Neves,1975-06-24,135.875.903-41,38503396,das Neves da Serra,MA,Brasil,M,(084) 1480 0817,13587590341@exemplo.com.br,2025-08-06
9f51316d-a7f8-4af5-b8f2-d9ab2a2eccdc,Ana Luiza Gonçalves,1965-11-15,119.488.256-44,22635-258,Monteiro do Norte,RN,Brasil,M,+55 31 1004-7721,11948825644@exemplo.com.br,2023-12-31
9d44da86-813a-4d03-a5df-53878cd889c1,Renan Santos,1965-07-18,585.597.439-12,23540979,Rezende,AM,Brasil,M,(071) 1381 5055,58559743912@exemplo.com.br,2024-06-07
6a5989b9-35f1-4a24-98a2-320b9e1f568b,Vinicius Abreu,1940-11-02,714.506.539-18,26874-814,Gonçalves,SC,Brasil,M,+55 41 8553 1235,71450653918@exemplo.com.br,2024-07-16
bbe16aea-09a2-4390-b0ac-d5a7734275a5,Isabelly Jesus,1959-12-26,861.238.518-14,44884126,Jesus,MG,Brasil,F,11 4252-8476,86123851814@exemplo.com.br,2024-01-24
d20a4e81-8fb7-4bb1-afe0-2b9dfd21e273,Davi Luiz Cavalcanti,1950-03-08,120.563.461-51,11362-377,Borges da Praia,DF,Brasil,F,71 9116-2515,12056346151@exemplo.com.br,2024-02-09
3e250c81-b157-4824-a1a1-82540fdac7cc,Ágatha Lopes,1972-12-07,325.979.277-84,13783-924,Cunha,SC,Brasil,M,(021) 3490-5515,32597927784@exemplo.com.br,2024-07-13
c751d8a7-c030-4662-a5f6-5b0ddf7b2924,Jade Melo,1956-06-14,265.452.717-09,89249-065,da Mata de Gonçalves,AL,Brasil,F,84 9458-6290,26545271709@exemplo.com.br,2023-11-26
c1664e02-c58d-4b25-aaa7-38a4d7a5dd62,Fernando Costela,1962-04-05,363.885.238-26,16226059,Abreu do Amparo,ES,Brasil,M,(084) 5365 8266,36388523826@exemplo.com.br,2025-02-01
50f82e4b-665c-4ec7-90da-5f5003e48113,Vinícius Rocha,1959-04-08,615.735.491-71,05741962,Garcia do Campo,MA,Brasil,M,21 8737-2562,61573549171@exemplo.com.br,2025-03-21
cb1cb7fa-b432-4da6-bfc5-1f008021514c,Marcelo Siqueira,1951-02-20,186.158.629-52,61901696,Correia do Oeste,PR,Brasil,F,+55 71 5857-8847,18615862952@exemplo.com.br,2023-09-28
232733d9-78d3-4073-8049-7296650c928c,Dr. Matteo Gonçalves,1997-12-18,331.533.623-88,10811-632,Silva,CE,Brasil,M,+55 31 8640-2174,33153362388@exemplo.com.br,2023-09-29
d54a81f8-159c-448b-896b-d83fcfeb2e79,Dom Vargas,1969-01-04,741.460.110-72,57410-355,Brito,AC,Brasil,M,+55 41 8214-1145,74146011072@exemplo.com.br,2024-02-10
72473dc1-2ce3-4da3-a9f9-8a25877b7fa4,Caroline Vargas,2004-08-02,932.527.251-07,98193892,Pinto,ES,Brasil,M,+55 61 6497 9038,93252725107@exemplo.com.br,2024-09-11
582d4ee6-e5e1-456f-aa7a-7070fc8ee475,Pedro Henrique Pires,1981-11-17,160.356.626-55,09650031,Moura,AL,Brasil,F,31 9381 9577,16035662655@exemplo.com.br,2024-04-20
1d9eca1d-1538-4aab-95e5-f537f664c872,Manuela Carvalho,1972-06-03,574.084.229-32,76399-972,Moreira de Pereira,DF,Brasil,M,+55 21 7083 1746,57408422932@exemplo.com.br,2025-08-01
f032e5f4-e5e7-43d0-b97f-9c9cf73ffecf,Bianca Pires,1953-10-16,926.863.203-52,61494-232,Siqueira da Serra,AM,Brasil,M,+55 84 3668-8445,92686320352@exemplo.com.br,2024-04-25
5dd76771-687f-4086-9c4c-e25dc836bae5,Theodoro Macedo,1972-03-26,857.600.800-89,04626133,Abreu,AC,Brasil,F,61 2994-8330,85760080089@exemplo.com.br,2024-12-11
6b4d5dd5-a60a-48b5-b843-df8e75bcd9f3,Srta. Isis Duarte,1957-11-17,258.100.898-47,85943962,Brito,MG,Brasil,F,+55 21 7915-8891,25810089847@exemplo.com.br,2023-10-13
052625e9-0fad-4cad-8b16-028d971aa216,Dr. Luan Mendonça,1954-06-21,987.006.695-85,76093-258,Dias Grande,RR,Brasil,M,(084) 6993 9459,98700669585@exemplo.com.br,2025-03-04
a2a12410-a82f-4ebf-8ffd-22c02a5e430c,Pedro Rocha,1967-05-11,763.657.596-07,33614-046,Rios de Monteiro,PE,Brasil,F,+55 21 9807-4307,76365759607@exemplo.com.br,2025-08-28
56023e6c-b74e-4f29-81fc-1dd35992b3c4,Brayan da Paz,1982-10-12,873.407.019-07,11233427,Brito do Galho,MT,Brasil,M,21 5671 2727,87340701907@exemplo.com.br,2025-08-16
59efde84-f5a9-4f6e-96e0-8b99b0a01952,Lívia Camargo,1966-01-21,077.710.887-65,84406-395,Silveira de Minas,DF,Brasil,M,+55 41 6649 1446,07771088765@exemplo.com.br,2023-10-25
1a0b4d0f-f7c9-4241-95a3-1a38344da958,Breno Correia,1996-05-15,257.907.701-95,87584-356,Montenegro,SP,Brasil,F,0900-537-6884,25790770195@exemplo.com.br,2025-08-26
a7adf3a2-81eb-4146-92f2-05b661e450e4,José Moraes,1984-04-06,539.544.341-74,99660-384,Aragão,RS,Brasil,M,0300-920-0573,53954434174@exemplo.com.br,2024-07-04
a8dd6669-e43c-460e-bec3-a9cb1033376f,Dr. Pedro Miguel Caldeira,1986-06-11,701.480.922-23,42879747,Teixeira Verde,PR,Brasil,F,+55 61 4013-3375,70148092223@exemplo.com.br,2024-01-25
28744ac2-5a42-44a6-8896-9690ec328e71,Dra. Lara Souza,1990-10-30,313.502.657-27,87765381,Viana,MG,Brasil,M,11 5631 1516,31350265727@exemplo.com.br,2025-03-14
62939ada-848b-4c63-82d5-69990ebf32b6,Srta. Allana Martins,1985-06-30,206.470.680-46,81861051,Siqueira,BA,Brasil,M,+55 (021) 1962-8315,20647068046@exemplo.com.br,2024-12-24
a037e805-32c3-4345-b443-9117e1973d49,Valentina Moreira,2006-04-11,627.440.855-70,08955-478,da Mota de Goiás,MA,Brasil,F,0800-042-3897,62744085570@exemplo.com.br,2024-04-23
f8f48b14-8d72-4c54-960a-253ec03b1ae1,Dr. Danilo Pacheco,1982-08-24,337.402.029-52,59026-036,Leão,AM,Brasil,F,84 1127 9158,33740202952@exemplo.com.br,2025-01-23
e932d460-9ae0-4f0c-a872-7acc16b429f4,Srta. Alice Pacheco,1964-10-08,358.593.402-36,39789-947,Borges de Goiás,MT,Brasil,F,(081) 0383 6994,35859340236@exemplo.com.br,2025-03-20
1f0a6918-20e8-49c8-b302-70b5e8c96b8d,Cauê Campos,1986-11-09,199.314.540-43,43800275,Sales,BA,Brasil,M,21 9248-2682,19931454043@exemplo.com.br,2025-08-27
4d4f4aad-3aac-4315-924f-bfd1078fe82a,Luan Almeida,2004-12-26,629.415.823-27,77841817,Rezende da Praia,DF,Brasil,M,+55 51 9513 0428,62941582327@exemplo.com.br,2024-01-12
33a5606a-5aa3-4341-91bc-8980fd3bb455,Maria Isis da Rosa,1967-01-28,331.218.428-02,20633-603,Sousa de Souza,PE,Brasil,F,21 0621-8110,33121842802@exemplo.com.br,2025-07-08
2e10a760-a9c5-4ab0-b65c-2fd13dcbc74a,Eduarda Macedo,1983-05-17,975.253.518-58,38509184,Ribeiro,CE,Brasil,M,+55 41 2752-7389,97525351858@exemplo.com.br,2024-08-24
6d6d7f8c-125c-41d5-b13b-b58460dfc49b,Luiz Otávio Rezende,1971-12-21,723.018.607-29,89429406,da Rosa,PE,Brasil,M,+55 (081) 9357-9786,72301860729@exemplo.com.br,2024-02-06
0576a22d-2ff1-47e0-9305-ca98b95ed1db,Zoe Costela,1957-06-04,493.914.103-49,68341020,Rezende,PB,Brasil,M,(081) 7828-7064,49391410349@exemplo.com.br,2025-02-22
cc725250-a06f-4bd5-8865-ca3f7f7d720f,Melissa Sampaio,1975-10-03,386.018.932-11,57613-858,Cassiano do Sul,RS,Brasil,M,0900 896 5589,38601893211@exemplo.com.br,2025-07-16
d8685fe6-6b7c-40e2-8746-4cce82fae3d4,Fernanda Santos,1965-06-20,757.337.712-72,10636865,Peixoto,PE,Brasil,F,84 1515-8972,75733771272@exemplo.com.br,2023-12-31
3f0f4b41-0ddb-495d-a2af-cc5328946a80,Emanuelly Teixeira,1965-06-27,774.232.411-58,36322-648,Leão de Minas,RJ,Brasil,F,(051) 0921 9782,77423241158@exemplo.com.br,2025-02-17
af8eed99-13d9-43f5-a341-541b9829d47b,Nina Silva,1956-09-08,573.484.814-75,34119-719,Caldeira de Melo,MA,Brasil,F,(081) 6001-4828,57348481475@exemplo.com.br,2024-10-11
8a2fb792-63d2-4933-8952-9e57ab292a44,Dr. Valentim Machado,1934-11-14,367.190.682-08,66246-932,Pires,MS,Brasil,F,+55 61 7437-0637,36719068208@exemplo.com.br,2024-04-05
b71d673d-ebe1-4a13-aab8-e08c1f2768aa,Vicente Melo,1952-01-31,038.064.282-46,90166580,Rocha,ES,Brasil,F,(031) 1028-5061,03806428246@exemplo.com.br,2025-09-14
6bbb9ffb-2dde-4617-a92f-7ef33b713473,Stephany Macedo,2000-02-09,921.075.717-67,91853328,Melo de Castro,ES,Brasil,F,61 7537 2415,92107571767@exemplo.com.br,2024-04-22
38b142d4-5dcb-432f-8895-5bacdfcffaad,Heitor Siqueira,1966-04-09,663.304.418-71,19197-209,Câmara,SP,Brasil,F,(071) 5885 8996,66330441871@exemplo.com.br,2025-07-11
25482197-f4ff-49b5-9b88-a134763c4367,Laura Sales,1953-09-23,950.497.963-13,24123-703,Cirino,RJ,Brasil,F,+55 (011) 0856-7311,95049796313@exemplo.com.br,2024-10-07
c9bf4854-695c-4915-a9eb-75356c3ce570,Dr. Théo Costa,1968-09-09,188.930.525-12,11867383,Novais Verde,RN,Brasil,M,+55 (081) 7249-6788,18893052512@exemplo.com.br,2025-05-15
de446835-43ef-40d0-8151-64f006424c69,Davi Luiz Pires,1966-01-21,373.877.848-37,29844-538,Cunha da Mata,AM,Brasil,M,+55 (051) 9034 7746,37387784837@exemplo.com.br,2023-09-25
2c49aa67-4a70-45fd-9f63-ba29833f4ae9,Breno Sampaio,2007-07-26,663.910.017-83,55682652,Costela,AC,Brasil,M,(041) 0097-7551,66391001783@exemplo.com.br,2024-01-24
77b18bdb-0992-4df5-88b8-5f6b45db5953,Ana Carolina Gomes,1991-11-01,940.647.010-55,36345-386,Barbosa da Praia,PR,Brasil,F,+55 (031) 3935 6463,94064701055@exemplo.com.br,2024-01-11
e18ac885-01ca-4688-b89a-6ed79af04eeb,Maria Vitória Martins,1961-06-28,411.274.126-85,25073-950,Cirino,RJ,Brasil,M,0300-664-5883,41127412685@exemplo.com.br,2024-09-12
4fba935c-e997-4c29-9753-e507211ebe8d,Raquel da Mata,1991-10-31,955.784.105-27,43435756,Mendonça das Pedras,MA,Brasil,F,+55 71 8567-1763,95578410527@exemplo.com.br,2024-09-15
f943f80f-964f-4c92-bf24-93b86c62ee9b,Mateus da Conceição,1976-01-26,837.007.609-62,19690301,Monteiro,MT,Brasil,M,(031) 5751 1196,83700760962@exemplo.com.br,2025-06-20
7e4b0425-0a73-4247-a330-031333ef71c7,Dr. Nathan Azevedo,1990-07-30,227.734.364-91,81593-805,Casa Grande,RR,Brasil,M,+55 (084) 4842 3306,22773436491@exemplo.com.br,2025-02-28
b43a70e1-b692-4388-83dc-4e4609b14bd5,Ana Carolina Vasconcelos,1987-12-28,796.962.838-21,63939706,Aparecida,PR,Brasil,M,(051) 4830 1872,79696283821@exemplo.com.br,2024-10-06
ddd553e4-b972-412e-9d70-956619747174,Isabela Moura,2007-05-07,925.648.124-17,48455-303,Cirino,AC,Brasil,F,41 9778-1078,92564812417@exemplo.com.br,2024-09-14
b25e48a9-af95-4d62-bd9f-c75643b3bd72,Yuri Cassiano,2005-02-04,977.215.916-39,32662-412,Correia,AM,Brasil,F,+55 (011) 4761-7485,97721591639@exemplo.com.br,2024-06-25
041f195e-0177-4726-ac95-5b494bd72db1,Sr. Samuel Moreira,1961-07-06,172.096.516-88,85409871,Campos,RR,Brasil,F,21 1162-0633,17209651688@exemplo.com.br,2024-10-03
86e20185-753e-4862-b39c-f04fb83c395b,Giovanna Abreu,1992-12-25,236.254.018-28,67386475,Nunes de Azevedo,RJ,Brasil,F,+55 51 5730 3904,23625401828@exemplo.com.br,2025-06-09
ea83bc19-6334-4de7-aa48-0788da97190e,Ana Clara Aragão,1969-01-11,789.737.082-39,68836-458,Pereira dos Dourados,ES,Brasil,M,+55 (041) 1331-4293,78973708239@exemplo.com.br,2024-11-13
e9f71d20-c8c9-4e69-8a5a-79dd81774663,Sofia Rocha,1983-10-12,057.549.690-45,94269-771,Lopes,GO,Brasil,F,+55 11 8857 9987,05754969045@exemplo.com.br,2024-03-26
f6cffef1-442c-4277-b577-b1cd34760f67,Fernando Ferreira,1981-02-28,097.111.894-33,08049220,Gomes do Norte,RO,Brasil,M,(061) 3876 6381,09711189433@exemplo.com.br,2025-04-09
c14ba9d7-58e1-446b-a072-2506fc9826fb,Rhavi da Paz,2002-04-21,006.233.844-51,73149-978,Sales das Flores,SP,Brasil,F,+55 61 2553-6049,00623384451@exemplo.com.br,2024-09-08
a888f846-39f9-4b13-87c1-f4b98364322d,Dra. Aylla Ramos,1960-07-05,231.202.082-26,44568298,Porto da Prata,PB,Brasil,F,(031) 9760-6917,23120208226@exemplo.com.br,2024-10-16
0daa723d-e8ed-4e7f-918e-5195fce08943,Eloah Peixoto,2006-10-26,444.773.245-52,42672982,Andrade do Galho,RN,Brasil,F,(084) 5269-3670,44477324552@exemplo.com.br,2023-10-02
bb60637a-c61b-4e41-be7c-5aca1c9075a2,Alícia Novais,1956-12-11,202.813.105-25,11767-011,Vargas,CE,Brasil,M,(081) 5101-8125,20281310525@exemplo.com.br,2024-04-16
12336f40-6a19-4fb2-9d70-119cdf5ab179,Leonardo Monteiro,1941-05-19,837.749.944-02,26681-207,Silva de Pimenta,RJ,Brasil,M,+55 31 4432 0673,83774994402@exemplo.com.br,2025-04-29
093afe31-c8cb-4bd3-8114-94e43c7cc20f,Yuri Pimenta,1944-09-13,976.646.605-90,29736-425,Marques,RN,Brasil,F,51 8811 2185,97664660590@exemplo.com.br,2024-10-22
65091190-7396-4534-8508-ae8867520bf0,Rafaela Pastor,1987-11-17,522.573.426-19,29511840,da Cruz do Galho,BA,Brasil,M,+55 (081) 7036-8057,52257342619@exemplo.com.br,2025-08-05
09a3ab49-4c2f-4869-a5f0-e6e53bd78954,Sr. Dom Guerra,1979-05-06,700.935.149-61,88469-790,Moreira das Flores,AC,Brasil,M,+55 (011) 9318 9109,70093514961@exemplo.com.br,2024-10-18
f5f5e85e-3ad3-4c9c-88d3-4f1c4a24926a,Antony Dias,1971-02-02,835.562.359-30,21110754,Siqueira,PI,Brasil,M,+55 41 5849 6509,83556235930@exemplo.com.br,2024-04-28
1e0ad386-88ba-4059-ad96-9276535f8a64,Leonardo Costa,1966-12-14,841.548.765-84,32913-991,Sousa do Norte,AL,Brasil,M,81 1519-3090,84154876584@exemplo.com.br,2024-07-01
25a77120-cb8a-4ee3-9f76-c2bda289380d,Pedro Lucas Aparecida,1969-07-15,229.522.491-39,03459693,Novaes da Mata,BA,Brasil,M,(011) 3069-4686,22952249139@exemplo.com.br,2025-03-21
cf5f9c37-bbf4-407f-a61a-2dd8a2bc3ecd,José Miguel Pimenta,2001-06-21,766.599.547-94,96654-576,Moreira,ES,Brasil,M,+55 61 2506 2752,76659954794@exemplo.com.br,2025-01-10
4cb25bb8-2234-4e2e-8b2f-ed5e0a656959,Rhavi Moura,1961-08-28,370.502.386-03,59795-768,Duarte,RS,Brasil,F,+55 51 8737 6941,37050238603@exemplo.com.br,2024-02-28
cd5b3378-289e-41d3-aaff-c9e20707ba33,Cecília Novaes,1983-04-07,055.882.548-41,15668068,Porto de Goiás,RR,Brasil,F,(031) 8765-2442,05588254841@exemplo.com.br,2024-10-29
22057c0c-ede0-4ff6-8a11-a859650f2e8d,Ana Luiza Albuquerque,1987-03-08,387.903.658-91,57427-207,da Luz de da Mata,GO,Brasil,M,(081) 6005 0391,38790365891@exemplo.com.br,2024-09-06
5d8af2ee-946f-4198-810c-14392b1dc2fd,Sr. Raul Siqueira,1969-04-05,065.113.608-22,31617-030,Martins de da Rosa,BA,Brasil,F,+55 (081) 2543 8438,06511360822@exemplo.com.br,2024-03-15
31bb9dd6-e223-47f2-a1a7-bb9417637e97,Eloá Novaes,1959-01-09,939.690.443-60,85878-478,Cardoso,BA,Brasil,F,+55 61 5715 9178,93969044360@exemplo.com.br,2024-08-08
fb69a277-7e2a-403b-8ec5-f9d06498350f,Srta. Ana Julia Fonseca,1994-07-12,277.842.273-77,22950783,Correia das Flores,AM,Brasil,F,+55 81 5542-3583,27784227377@exemplo.com.br,2024-10-01
4025b61b-9d75-4448-9301-ff032f27332d,Bella Pastor,1991-11-02,906.297.415-90,10681-296,Peixoto do Campo,RO,Brasil,F,+55 (021) 7956-6273,90629741590@exemplo.com.br,2024-06-29
4dc81afa-637a-4b4d-8842-e87dd883dabc,Maria Luiza Andrade,1994-02-21,088.462.622-05,36769-328,Mendonça,TO,Brasil,M,(011) 0589 4646,08846262205@exemplo.com.br,2024-03-09
b62f2415-4774-4283-ba47-d0a68beefd54,Emanuel Nogueira,1974-01-20,209.145.218-38,59303405,Pinto,PI,Brasil,F,(071) 1173 5957,20914521838@exemplo.com.br,2024-05-02
f346d243-9c60-4d57-8579-0f80de12dcb0,Gael Pereira,1975-03-08,532.194.396-50,40797220,da Mota,TO,Brasil,M,+55 84 7595 0863,53219439650@exemplo.com.br,2025-05-31
d6b5e9ff-917b-42ec-b4b9-a5d5c9c95d9e,José Miguel Aragão,1996-12-11,460.378.668-64,78602-215,da Costa,PI,Brasil,F,+55 84 8293-2130,46037866864@exemplo.com.br,2025-07-08
2cf6e749-8e75-4edc-9e83-bd34b5cd29c7,Maysa Nascimento,1950-06-14,413.347.515-75,11747-478,Alves da Mata,SC,Brasil,M,61 1586-1088,41334751575@exemplo.com.br,2024-12-13
0dd71248-fd1e-4094-9c34-98797eafa631,Natália Sá,1978-10-16,002.440.141-04,43176492,Nascimento,MA,Brasil,M,81 3061-6471,00244014104@exemplo.com.br,2024-03-03
64320cab-1f10-458e-bf5a-4bb9f689d6b3,Sra. Letícia Monteiro,2001-02-12,491.541.066-70,74543-329,Dias do Amparo,AP,Brasil,F,+55 (011) 3782 0778,49154106670@exemplo.com.br,2024-01-27
cf880146-dd67-43ef-9f9a-caa59682e23b,Ana Laura Aparecida,1980-03-07,227.265.584-52,70653088,Ramos,PA,Brasil,M,61 6072-8004,22726558452@exemplo.com.br,2025-03-18
90ac9e8a-06e7-462a-b644-9079085f4b42,Isabelly Aragão,1938-05-17,661.640.949-64,90980-477,Pastor de da Costa,MS,Brasil,F,41 2115 1096,66164094964@exemplo.com.br,2024-11-11
75c9008d-afe1-43bb-89ba-2351f72db901,Sofia Carvalho,2004-06-19,258.671.338-34,81112-182,Freitas,DF,Brasil,M,81 6919 3851,25867133834@exemplo.com.br,2024-09-14
79855566-452f-4d05-931e-5d310bef98ae,Nina Cassiano,1973-12-25,339.862.108-64,00495-116,Moraes da Prata,PE,Brasil,F,11 1359 2581,33986210864@exemplo.com.br,2025-07-13
a9e5883f-c809-4bb6-9738-6445e9fcf872,Srta. Lívia Caldeira,1951-02-06,419.803.035-31,10583-289,Novais,SE,Brasil,F,(051) 4588-0101,41980303531@exemplo.com.br,2025-02-03
79163b8b-ee34-4d27-bc4e-52f6c94336f4,Allana Abreu,2006-10-22,343.879.003-26,96082719,Pacheco dos Dourados,AC,Brasil,F,71 2871-2422,34387900326@exemplo.com.br,2024-11-15
6346c067-a294-4e19-97b7-d5340b958c5b,Isaac da Costa,1956-10-31,287.679.507-45,81990080,Mendes Alegre,AP,Brasil,M,(041) 1358-9873,28767950745@exemplo.com.br,2023-10-20
c3659c00-f3aa-4a9a-b800-a59653712842,Théo Novais,1953-03-02,188.037.033-97,85487421,Novaes de da Paz,MS,Brasil,F,51 5644 6435,18803703397@exemplo.com.br,2024-10-27
ab4cc456-c35c-4d3e-a260-8e2a4d720e0f,Dra. Melissa da Costa,1955-02-07,804.858.523-68,64201-878,Albuquerque,TO,Brasil,F,0800-880-8647,80485852368@exemplo.com.br,2025-03-23
1fd24d9c-fe9f-450e-8828-1e1d38c8cb05,Dra. Eloah Rezende,1942-03-10,797.908.613-40,77623280,Carvalho,SP,Brasil,F,(081) 1293 8757,79790861340@exemplo.com.br,2024-09-07
29f237a6-1820-4987-8974-f6ce2a0f1b36,Ian Leão,1975-05-01,980.284.188-35,90652041,da Cruz dos Dourados,AM,Brasil,F,+55 (021) 4119 7894,98028418835@exemplo.com.br,2025-02-19
2a58c10d-64e4-403e-83df-5950c54530be,Ana Nunes,1953-10-22,577.934.708-00,20111260,Nunes das Pedras,MA,Brasil,F,+55 61 7249 8501,57793470800@exemplo.com.br,2025-09-15
ce5701fb-f7be-4eae-adb8-516b2de68f24,Maitê Borges,2003-12-27,360.742.508-90,95779692,Araújo,AC,Brasil,M,81 6346-6275,36074250890@exemplo.com.br,2024-10-15
11d87f36-cd47-4837-a14e-5865bbc62ca7,Ágatha da Conceição,1998-08-25,888.789.763-78,76062089,Marques das Pedras,PR,Brasil,M,11 6234-4443,88878976378@exemplo.com.br,2025-05-21
013016d7-4c3a-4a96-9515-b08389bf2597,Vicente Aparecida,1964-06-19,702.164.891-75,44331-394,Andrade da Prata,MA,Brasil,M,0800 233 6469,70216489175@exemplo.com.br,2024-04-24
5136170d-d8dd-41b6-ab4c-5423b1d8d98d,Thiago Campos,2006-08-09,772.949.312-22,00424-573,da Conceição de Cavalcante,PR,Brasil,M,(051) 8599 7208,77294931222@exemplo.com.br,2024-08-20
920ac5fd-eb2b-4e19-84fd-5136ff4efc7f,Lorenzo Leão,1971-09-11,001.603.088-47,18219-990,Albuquerque das Flores,AL,Brasil,M,(031) 7535-3606,00160308847@exemplo.com.br,2024-03-12
2705ec37-a48b-4995-9caf-0029ff87d312,Pedro das Neves,1967-09-17,458.627.173-71,97433-948,Sales,BA,Brasil,F,+55 11 3300 7625,45862717371@exemplo.com.br,2024-04-05
f86de21a-5509-4568-b175-5a63c440f59d,Diego Cavalcante,1979-09-05,114.614.712-07,47552-342,Freitas dos Dourados,RR,Brasil,M,(081) 4712 6027,11461471207@exemplo.com.br,2025-01-14
6546b7e9-459c-4ca2-adb4-3a9ce095efc8,Bianca Montenegro,1961-05-15,339.802.335-31,58628271,da Costa,RJ,Brasil,M,+55 (061) 8111 0631,33980233531@exemplo.com.br,2025-04-27
b4fdc372-476d-4e80-bdb8-54a6d9d8bae7,Larissa Fogaça,1961-03-10,619.755.365-94,88034-769,Sales,CE,Brasil,M,(061) 6088-2331,61975536594@exemplo.com.br,2023-10-24
57603b8d-e3d7-4522-95a2-b50ab62bb16b,Maria Lima,1974-09-02,842.322.015-25,45626-451,da Cunha de Rezende,MA,Brasil,M,+55 81 8822 8073,84232201525@exemplo.com.br,2025-03-02
ca7c8d2a-5f14-4e8e-ab8c-86f462c3ba3f,Benicio Ramos,1980-08-14,194.672.271-38,26542-180,Monteiro,PR,Brasil,F,+55 71 0150 5250,19467227138@exemplo.com.br,2024-06-13
3c8300c7-0800-4346-bda8-8a72eba8addc,Raquel da Paz,1966-07-23,519.272.503-83,13037166,Moraes de Dias,RS,Brasil,M,81 0658-8073,51927250383@exemplo.com.br,2025-02-04
0d6cf06c-6dd5-4bf5-8b55-b90aac288a73,Brayan Caldeira,1963-05-21,021.976.603-10,75141401,Almeida,AP,Brasil,M,+55 71 6531 1499,02197660310@exemplo.com.br,2025-06-16
48939b57-cd7e-4432-8449-fcfa3b86f758,Dr. Enzo Gabriel Machado,1987-07-16,581.862.739-56,96868-391,Costela,RO,Brasil,F,(081) 2715 2601,58186273956@exemplo.com.br,2024-08-10
7c43369a-a5de-482e-9d1f-3c6ac9faff65,Sr. Otto Jesus,1995-10-09,448.397.292-59,09294346,Mendonça das Flores,TO,Brasil,F,(071) 4530 7782,44839729259@exemplo.com.br,2024-11-24
4570832b-f9a1-449f-88ab-a62b0d34fbca,João Lucas Pimenta,1963-08-19,310.798.583-00,99385061,Montenegro de Nunes,SP,Brasil,F,+55 (041) 0409 3050,31079858300@exemplo.com.br,2025-01-30
